name,reviews_count,review_text,star_rating,date,Client_URL
Sean Cole,2,They have had my parcel in the Basildon depot for nearly a month... I can't get through to speak to anyone and they keep updating me with delivery dates that are in the past.... What an absolute shambles of a company,1,4 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Nallib Tala,15,"Always overcharging due to ""customs cleareance"".sending a small package from overseas and adding price at customs. Because their pencils are 50 kilograms and they do a lot of ""hard work""",1,4 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Nimimerkki,7,Worst delivery service. They don't deliver on time and the customer service is appalling.,1,4 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
PJH,5,"1st delivery day, waited in to be told at 1900 that delivery wouldn't happen. Second delivery day waited in through nominated window to recieve a message 2hrs later saying driver couldn't access property, well I was in it and noone knocked or rang. 3rd delivery day received a message saying the parcel would be delivered between 1314 and 1514, arranged to leave work for that period. Bereft work at 1230 to a message saying 'Your DHL eCommerce UK driver called today at the delivery address at 11:51 to deliver your Tor Coatings Limited parcel but there was no-one available.' Yes, because unlike this useless company some of us make timings at work that we stick to (and noone had been to the front door in my absence according to the doorbell camera, so likely another lie). If this parcel ever gets delivered I will return it and never buy from dunelm again for caring so little about their customers that they use dhl.",1,6 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Cathy Caton Green,13,Went to Stakehill Industrial site this morning and boy I have never come across such rude customer services !!!!I am still in shockWe had a fire to collect and arranged to pick up from Stakehill. I rang before I went to check It was there.On arrival a white British young lad took our shipment number.  He look at his hand held and replied oh it may not be here. I explained I had rang and has been told it was . He very unprofessionally replied....it's those pillocks.. it should have been scanned. He disappeared for around 15 mins later without my parcel.We asked what do we do?He said you need to contact them.My husband asked who them was?? ?He was very rude telling my husband to sit me in the car. This was infront of 2 other customers.He then walked away and that was it he did not return.Appauling service and I still have no parcel!!!Only given 1 star as unable to give zero stars,1,6 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Kate,1,If I could give them zero I would. They have not been able to deliver my package for three days.First day there wasn’t a reason. I then updated the delivery to the local corner shop as I had to go to the office the next day.Second delivery to local corner shop they said it was closed so couldn’t. I went in there on my way back from work to check and the owner said they were still open and accepting deliveries. He also added that DHL were the worst. Essentially they couldn’t be bothered to delivered.Third day there wasn’t a reason why they couldn’t deliver.To add to the frustration it is impossible to speak to anyone at dhl to ask how I can get my parcel.,1,7 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
anthony,19,"How is this company still in business, returning a parcel with pick up supplied by the company I purchased item from, simply onto there 4th attempt to pick this item up after waiting in on three separate occasion in a week  simply don't turn up and no communication what so ever shocking company, surprised that large company's actually use dhl as this is also reflecting badley on them",1,8 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
John Storey,15,"They emailed saying there was an issue, i arranged collection and after almost an hour they still couldnt find the parcel. If I could score zero stars thats what they would recieve",1,9 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Adrian,1,"No other courier company lies like DHL. Or is as woeful at customer service. Several times I have had 'unsuccessful delivery at doorstep' when I've been in the house at the alleged time. Then I call customer service but it's automated and I get conflicting message 'your delivery has been delayed '. Next day delivery on this latest parcel is now on day 4. Woeful. All I can do is warn others of there is a choice, don't choose DHL. I've contacted the retailer too to say how poor DHL are and suggest anyone else with issues does the same. Negative reviews and emailing DHL won't do the trick but having business customers change courier might.",1,9 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Red,3,absolutely useless. changed delivery date multiple times. and 2-3 days became 14 days. these companies do whatever they please if you can avoid dhl do it,1,9 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
G,31,"By far the worst delivery company in my area.. delivery confirmed at7h00 then cancelled by them at 10h30 without reason or cause… they only tell you via the app though that they have cancelled, so didn’t even know about it until I’d wasted a morning waiting for the delivery",1,10 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Red,1,"Expensive PC component now seemingly lost forever since the driver attempted to deliver, took it back to the van and then marked it as delivered despite no one actually being able to claim it (all of this recorded on ring), the tracking system is truly *unfathomably* bad and the customer service is non existentIf you order anything on Amazon and see the delivery scheduled for DHL just cancel your order and find it somewhere else, not worth the stress",1,20 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Graham  Charlton,81,"Disgusting company,Parcel to arrive today,wait in all day,no updates,then 21.00 email to say now due 14th Jan",1,21 hours ago,https://www.trustpilot.com/review/dhl.com?page=1
Callum Graham,1,Don’t even try to deliver the items,1,A day ago,https://www.trustpilot.com/review/dhl.com?page=1
Sana Rasool,1,"The driver marked my parcel as a “delivery attempt made”, which is completely untrue. I was at home all day awaiting this delivery, and no attempt was made. I live in a second-floor flat, yet the photo uploaded as “proof” is not my address and shows someone else’s house on my road.I have a Ring doorbell, which provides clear evidence that no DHL driver attended my property at any time. I also have timestamped records and email confirmations to support this. The parcel has now been delayed until Monday due to inaccurate information provided by the driver.This is unacceptable. Providing false delivery attempts is misleading, unprofessional, and suggests a lack of effort to complete the delivery. I paid for this service and expect it to be carried out properly.DHL respond to my emails and do better !!",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=1
Anna,39,"The stupid man who was meant to deliver my parcel today simply didn’t bother to, but he found the time to say ‘Tried to deliver, addressee was not in’. Rubbish. I WAS at home, he didn’t even bother ringing the doorbell (if he even came into the area?)This, DESPITE my authorising a non contact delivery ie leave in porch.Absolutely useless.Spoke to their customer services and the guy was barely interested and read me out a long spiel about DHL not taking responsibility for any losses.Idiots. Try harder.",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=1
Gazza,6,"terrible terrible service - just dont use them.  Never realised how bad they are, then I saw the reviews here and realise they are the same everywhere.  Why does anyone use these people?  My wife's birthday present has been in and out of the depot all week - still don't have it and now its missed her birthday.  Absolutely hopeless - customer service either sounds good and does nothing or doesnt answer the phone having hung on for an hour. Wish i could give zero stars.",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=1
Edouard Moreau,2,"Delay, no estimated new delivery time and horrible customer service",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=2
Petey,6,"Now received 2 calling cards, and even after changing delivery options to be left with neighbour, this hasn't happened. I'm stuck in an infinite loop of being at work, and missing the delivery. No delivery over weekends option, which would be my idea option in this situation.No way to talk to a human on the e-commerce side. The automated line is not fit for purpose, as it just parrots off the same info you can get online, and then hangs up on you.I called the international line, who answered immediately, and provided 2 options for UK phone lines - one of which was automated, the other which was charged at 50p connection fee and 7p a minute; they didn't tell me this when they provided the number, so I wasn't aware of this before I called. Absolute scam.The whole division has been designed so that you can't get in touch, or complain. Methinks the e-commerce DHL department is wholly incapable of providing a professional service, and is run by blithering selfish fools.",1,Updated a day ago,https://www.trustpilot.com/review/dhl.com?page=2
Stephen Littlejohn,4,"Failure to DeliverI received a link from DHL to track my consignment and informing me that it would be delivered on the 7th Jan. The consignment was collect on the 6 January and transported to the Coventry Hub. The following morning it had been tracked as delayed, no further information available. I contacted my supplier who chased DHL for information, to be told it had an incorrect postcode, it appears the post code was correct. I was then informed it would be delivered on the 8th January, no delivery. I contacted the supplier to chase DHL for an update only to be told they cannot locate it. Please note the package was a road bike (Boxed), not a package you could miss!!. I informed the supplier to cancel to goods and return to their premises. After reading the Google reviews it appears there is a trend of this depot not delivering the goods, packages delayed and customers having to travel to the depot, some travelling considerable distances. Hopefully the senior leadership team from DHL will read this and see this as an opportunity to improve the services they offer.",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=2
Skye Wheatley,23,Would give 0 star if option shocking service lazy drivers abrupt and no customer service try ringing and absolutely nothing stressful experience therefore would never recommend and never use the appalling service lazy incompetent people the company needs a good shaking and kick up the rear,1,A day ago,https://www.trustpilot.com/review/dhl.com?page=2
Karl L,2,"Important legal documents were supposed to be sent from Heilbronn, Germany to Budapest, Hungary via DHL Express. Documents left Heilbronn after 5 days(!!!!) and the delivery guy in Budapest pretended a failed delivery though he never showed up at our door.",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=2
Jess Maitland,1,"Awful awful service. I ordered my new phone weeks ago before Christmas as I don’t have a working one. BEING DELAYED UNTIL THE 12TH OF JANUARY??!! Terrible company, never have received anything on time.",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=2
Ricky Billings,6,"Waiting for over a week from DHL for a delivery, checked their update service on line and of course there were no updates for my parcel. So I decided to arrange online to collect at one of their collection sites, so obtain a date for collection. Went to collect on day of collection and they stated they haven't got my parcel, a member of staff said they get this problem all the time and there is nothing they can do so i need to contact customer service. I've been trying to contact customer service which is impossible. This is becoming unreal as I've also had problems with Fed Ex, all these terrible reviews online and there's no improvement. I wonder if these reviews are worth the time and effort as clearly these companies don't care.  Rant over.",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=2
Anna Withers,3,"At 9.30 this morning I received a message saying my parcel, a TV, would be delivered today. No time slot was indicated. I will be out today. I do not propose to run round my neighbours asking if they will be able to take the parcel in, and in any case I don't know which or how many of them DHL will try to deliver to if I am out. I tried the change delivery option. Three times it told me there was an error and it could not identify my parcel. An email message would be responded to in the next 24 hours - useless. Two phone calls were equally abortive - there is no option to speak with someone and the call cuts out automatically. A last despairing attempt on the website has apparently allowed me to arrange to pick the item up tomorrow but there has been no confirmation email. What an incompetent, uncaring and useless company.",1,A day ago,https://www.trustpilot.com/review/dhl.com?page=2
Gary,11,"Complete liars saying they delivered or attempted to deliver they never go near the house and then you have to wait another week for a delivery, disgusting",1,1 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Michael Shih,1,Driver Lies!Driver lied about us not being home for delivery.Follow up customer service is just awful.  They suck compared to FedEx and UPS,1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Grant Barmby,2,"Probably the worst parcel delivery service in the UK.No live tracking, no one or two hour delivery windows, just a 12 hour delivery slot between 8am and 8pm and they couldn’t even manage to deliver in that time.Avoid at all costs.",1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Hi Yeah,15,They said they attempted delivery when they didn't even go to the right address even in the picture they sent it's not even my house look at the door numbers next time embarrassing,1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
BAT THINK,5,Absolutely rubbish - Again I’m waiting for a delivery from DHL - made me wait in for 3 days straight & never turned up - wasted 3 days of my life - Definitely the worst delivery company that exists nowadays- yesterday they said they will come Friday - now they are are saying they are coming today ! The drivers & staff must be backward - the dumbest humans in Britain ! DHL should be closed down immediately.,1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Les Armstrong,1,"Said parcel was due for delivery between 4pm & 6pm on  7th January 2026, I  got a message at 21:00 saying delivered at 10:00am, checked tracking my parcel was scanned onto the van at 10:36am,  🤔",1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
P Miller,152,Shocking company,1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Dave Revell,9,Item arrived in flimsy cardboard taped around it...this 72L drum of liquid bitumen must have had a very rough journey....drum was all bent and battered..just pure luck that it has not split and spilt it's contents...cannot even stand it up as the base is all caved in.... the carrying handle is broken off so has to be lifted bodily....NOT ONE WORD OF APOLOGY...disgusting service.,1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Keith Balmer,52,"ref tracking Number42039480819757 - DHLgood afternoon, this tracking No, parcel was supposed tobe delivered Xmas eve.originally you gave me a time of 4.30 pm to 6.30 pm on Xmas eve.your driver says he tried to deliver it between 2 and 3 pm Xmas eve.and no one was in.im sorry to say it does appear that your driver could well be mistaken, we have a state of the art live CCTV system, and between 2pm and 2,45 pm no one came to our house. at 2.45 i returned.So this item was from Bard.com. and was some specilised medical equipment for my disabled wife.i spent the best part of 5 hours trying to find the parcel and i'm so suprised with all the attempted contacts i made with your company and the negative comments i put on Trustpilot, that no one from DHL have done me the decency of apologising and giving some explanation.Now  neither my wifes or my Xmas was ruined because of your appalling service, however as an 81 year old man whe, as i said spent 5 hrs trying to locate a this present for my 80 year old disabled wife, it certainly became a totally frustrating Chrimas Eve,i really really could have done without the hassle.i hope your company will see that its unfair to subject a customer to this kind of treatment and upset.what are you going to do about it.ps i am now osting this conversation on Trust pilot",1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
John Tuson,22,"Driver came earlier than the app said so I missed him but he made the effort and came back after 15 mins. Excellent stuff.Bearwood, Bournemouth.",5,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Andrew Rousell,6,"Been waiting for a parcel to be delivered to a collection point for the last 8 days. Every day, we get stuck in the same loop - I get notified the parcel is at the service depot, then out for delivery, then expected at the collection point, then an apology that the parcel is delayed and will be redelivered ""tomorrow"".The cycle then repeats, and has for the last week.Customer service were quick to get back to me to acknowledge my concerns and promise to respond ""within 24 hours"". That was three days and three emails ago, follow ups all ignored.I've gone back to the company I bought the item from as they have a duty of care to me and my contract is with them, and asked for a refund or replacement sent by a more reputable courier.Frankly, if I'd known they were going to use DHL I wouldn't have spent my money with them in the first place. Unless we act with our wallets, nothing will change.The sheer volume of one star reviews tells you all you need to know. Yet cheap companies keep sending these crooks business.",1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Jason Gilbert,20,"I try calling E Commerse DHL, every service is automated service, if you put the wrong details it just says goodbye and hangs up, what ever info you give you never speak to a human , the funning is is says it may recorder for training purpose bla, bla but you never through to anybody.NEVER NEVER USE THIS SERVICE find any other courier do not use these.",1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=2
Ben Pomeroy,11,Awful. Firstly an absolute nightmare to get through. when i finally did they werent able to ring the depot so sent an email This item was a toilet for one of my airbnbs so their incompetence is costing me money by the day,1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Mark Taylor,33,"Simply appalling courier - why oh why do John Lewis use them? They don't deliver -they don't care. They have a parcel for a week in their Swansea depot - every day they say it will be delivered the next day, but nothing happens. No doubt they have lost the parcel. PLEASE JOHN LEWIS, find another courier!!Bad couriers need to go bust. That would be the best result for customers in the case of DHLWorth noting how universally bad DHL are on reviews here. They really need to do us all a favour and disappear forever!",1,Updated a day ago,https://www.trustpilot.com/review/dhl.com?page=3
Muhammad Adnan Zaheer,1,Totally fraud unreliable serviceMisleading to customers I have personally a bad experience I will never recommend this service to use,5,2 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Ewan Boyle,1,Got a message about delivery being between 10:15AM and 20:00PM. Very vague delivery time but whatever. 8PM and nothing so I assume it’s been delayed to the next day like it says on the form. Nope. I wake up next day to hear they tried to deliver it at 22:30. Who delivers something at half 10! Now it’s saying it will be a few more days cause of their mess up. Thanks guys!,1,2 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Pea Wright,3,"I work from home, and I’ve been sitting here waiting for a package from DHL from Belgian, all day. Spent a fortune on the item. This guy didn’t even attempt to make the delivery. I don’t know if he realizes that the app shows where their delivery truck. First, it was seven spots away. Next thing you know this bastard is saying I’m not home, it’s just a blatant lie. No integrity. When these guys pull this mess, they need to be fired.And calling customer service was like talking to airheads who could only apologize. It’s so frustrating to spend this kind of money and these people didn’t even make an attempt. it’s ridiculous. Somebody needs to be in better control of this. I’m highly pissed off. Recommend you find out where your item is coming from when it’s shipped from a different country they can use a better shipper.",1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Lara Coode,2,Managed to lose a bike... And the replacement bike!!! Never received my goods.,1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Elijah Evergreen,2,"My parcel has been stuck with DHL eCommerce UK since 30 December due to repeated delivery failures that are not accurate.A home delivery was marked as “No Contact / Access Available” despite me being home and no contact being attempted. I then redirected the parcel to a DHL ServicePoint, which has since been repeatedly marked as “full”, “not accepting DHL parcels”, or “closed” — despite the shop being open (I have personally checked).I have contacted customer services multiple times and submitted a formal complaint, but have received no meaningful response. DHL continue attempting delivery to the same non-functioning ServicePoint instead of resolving the issue.I have now had to escalate this with the sender.",1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Michelle M,3,This company is actually shocking. I made an order from Wayfair for a piece of furniture. My order was split into two parcels without telling me so I started building the furniture to only discover I had parts missing. Then contacted them and they told me the second parcel was on its way and would be delivered between 9:30am-11:30am the next day. I waited in all day and the parcel did not arrive. The parcel then arrived 4 days later without any notice and was left on my doorstep. I filed a complaint 4 days ago and was promised a response within 1 day- which  have not received.If I make an order anywhere and I’m told dhl will be delivering the parcel I will cancel! The service is so bad.,1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Paige Mcintyre,4,"Ordered something that wasnt worth more than £20.. was at work when they've tried to deliver it, despite leaving 2 notes asking them to leave it in a safe space they've refused to deliver it stating it needs signing for 😂 yet theyll throw a £200 fireplace in my garden and just leave it there for anyone to rob.. make it make sense",1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Andy,4,Delivered my parcel by throwing it over a 6 foot gate. Absolutely shocking delivery,1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
customer,7,"Delivery slots are utterly meaningless in terms both of day and time. I regard DHL notifications as purely aspirational, a spin in the game of chance.",1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Rhys Williams,10,"Quite literally the worst customer service I've every received. laughably bad. So rude, talked over me constantly, didn't listen to a word I said and kept saying the wrong thing back to me and trying to hang up as soon as humanly possible. I had to ask them 5 times for every single piece of information I needed from them.",1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Steve Mcclintock,25,Horrible company. Will not update tracking. I believe that they are Stealing Packages and then saying that they are undeliverable. Just saying.,1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Jennifer Prosser,8,Awful service. Had multiple suppliers delivering different parts of my new bathroom. All went smoothly. Easy site to reach with large trucks. DHL just failed big time. Can’t keep to a time. They emailed to say they’ve arrived and there is access problems. They actually never turned up. We were at home and we have cctv which shows they just didn’t arrive at all. Still waiting the following day and they again can’t keep to a time. Keep getting messages of further delays. Easy site to reach in Stockport. Absolutely useless.,1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Rob Fawcett,11,"Driver just attempted delivery. I buzzed him in through the main door. I said give me a minute as I was on the loo but he just left.The annoying thing is it’s a tiny letter-sized parcel which could have gone in the letter box or left outside my door (which he took a photo of)Can you speak to anyone? Yes, eventually, by overcoming the system by saying “speak to a representative” which isn’t given as an option. I was then given a number which is just a bot. Rubbish customer support.",1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Carl Tilley,7,"Useless, keep getting delivery updates that will be delivered tomorrow, then the day after,then the day after that.",1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Shane Bullock,1,Absolute crap. Their Western Australian branch and US branch can’t communicate and their receptionists can’t even speak proper English.My parcel is mixed up in months of mumbo jumbo and I cannot even collect it from them.,1,3 days ago,https://www.trustpilot.com/review/dhl.com?page=3
John Miller,28,"Should be no stars, driver failed to collect a parcel and now the consignment sits at the collection point, DHL tracking system shows it outstanding and there is no way of contacting this dreadful company.",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=3
craig,8,"DHL worst service. Ordered parcel from ford ment to be delivered 3 times now on the forth day to be delivered allegedly, i have now been waiting 9 days worst delivery company do not use. Contacted them twice via message service and no reply. Enough said.",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Axle,5,"Terrible. Possibly the worst delivery company in the world. If you’re a business that uses delivery services, never use DHL. If you’re looking for someone to send your packages for you from your home then use someone else. When we stick together and avoid this rubbish company the quicker they go bust and disappear from our streets the better.",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=3
Harry McCann,4,"Terrible company. Delayed my delivery after being less than ten stops away from having it delivered. No tangible updates, just a small text box saying ""sorry, we appear to be running late"". Awful, awful, awful company. AVOID.",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
O. A,3,"Most horrible delivery company in the world, horrible customer service, horrible driversWas meant to deliver an item urgently, was meant to be between 2:32 and 4:32, when it was 10pm, useless driver snapped and blurry image without coming to delivery location. So painful, it’s a nightmare of delivery company",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Mark W,7,"terrible, watched him on the camera pull up open the back of his van, saw it was a big parcel, aim his phone up at the light to take a blured picture and then drive off, 2 minutes  later we get an update saying he tried to deliver but nobody answered, and left a card, spoke to customer service and they said this is very surprising as they don't get paid unless they deliver, looking at the reviews on here she is a bigger lier than the delivery guy, got cctv of it all but why bother, they clearly dont care",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Tiane Peters-McLeod,1,I ordered a parcel which was being sent to DHL. They tried to deliver 2 times baring in mind I was home on both occasions not once did they ring the door bell but it kept on saying failed delivery attempt. They charge you to speak to a customer service assistant nd they don’t even help. Worst company ever please avoid,1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Bubblegum,13,"Poor service as one of the drivers went to the wrong address claiming it was the correct address, the company without checking and verifying returned my product to the supplier causing delay and inconvenience.",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Tetsou,1,"Avoid DHL at all costsDriver's just lie about attempting delivery, I was waiting outside and we have security camera's proving the driver was never in the area.",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Mrs Jones,16,I ordered from America dhl delivery all great till they handed the same items 3 times to hermes. Twice hermes said delivered we have cameras did not deliver once in the porch we don't have one thank you dhl no problem with your company,5,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Rebecca,3,Delivery driver delivered to my place of work Which is a rescue centre he left the gate open which endangered animals. He then sped up the drive where myself and my collies had dogs on leads and when he was asked to drive the other side of the drive he swore at us and reversed at speed back down the drive nearly knocking over another colleague to then drive off and have the cheek to say no one was in to deliver the parcel!! Utterly disgusting and you can speak to no one about this.,1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Steve Robert Shaw,22,"I have waited in all morning, then I get an email saying ""sorry you weren't in"", not one knock on my door, no card through the door. Absolutely abysmal!!! Phoned their customer service and the same driver will deliver now sometime this afternoon. So now I've got to wait in all day and not go food shopping because he/she couldn't be arsed to deliver my package",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Al,31,"Ordered 3 parcels from one website, all need age verification so I booked the day off work in order to receive them. Site sends 3 separate parcels instead of 1. DHL picks up 3 parcels, 1 is delayed why and how? All for the same address, all from the same supplier. Now they say they'll deliver tomorrow when I'm at work and delivery will  inevitably be denied because I won't be there. What happened? How do you mess one third of a delivery? If it was all 3 it would at least make sense. Their delivery window is 10:37 - 20:00, just say all day at that point, will be using DPD exclusively from now on, they have real delivery windows, accurate tracking and don't lose parts of shipments.Update 07/01/2026They can't be bothered today either apparently so they've rescheduled it for tomorrow.",1,Updated 3 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Customer,5,"DHL sent me a message to track my parcel and after I had received the parcel sent me another message to confirm you received it. Now this is excellent and elegant telling me of It's arrival. Look  - your  parcel was delivered to your address at 10:19 today, and accepted by you  See the details.",5,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Steven Richardson,2,"No stars if I could have. Joke of a delivery company, texted to say delivery attempted and  the proof photo taken was just a blacked out image so you know no one has been at the property whilst I waited in nor did they buzz the door or leave a card as stated. If you have delivery drivers doing this sort of thing and lying to your customers then they need to be investigated. People have paid good money to have there parcel delivered within 24hrs and DHL just isn’t up to the task",1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Paul Jones,2,Would give it zero stars if I could payed for express delivery guaranteed on 5th they said then I get email saying delayed will be next working day now today email again saying delayed will be there next working day would 100% recommend using any other service apart from this they are clueless,1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Stephen,84,Three days wasted three days aborted collection of my parcel arranged through eBay each time I got a message saying driver was running late but it’s still coming 18:00 hours still no driver no further communications driver reported that he called but there was no answer. The front porch has a black door was his response. My front door is brown and has a glass panel in it. no calling card left no further communication other than a recorded message saying the driver would attempt collection the next day again I know I’m retired but I don’t want to waste another day waiting for DHL. Avoid the shocking company and shocking service £12 I paid including VAT customer services did not return my call all my request for a call,1,4 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Ola Fatai,16,"This useless, worthless, inefficient, and run down garbage called DHL belongs to third world nations with substandard service that's totally unacceptable. This horrible company states on their website that it takes two working days to deliver a parcel from the UK to Nigeria, but they couldn't even deliver in 15 days. What a hopeless, classless, useless, and substandard company operating as international company when they are far from good and good from far. It's my first and last experience with this German thing called DHL which should be operated by Adolf Hitler.Ola FataiBirminghamUnited Kingdom",1,Updated 5 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Daniel Pountney,10,"Couldn’t do Saturday, missed the slot on Monday. Next to no updates, had to call an automated service to find out. Wish everyone used DPD, at least you can track the driver there.",1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Edward Yiadom Boakye,1,Services are very bad. I paid for an express delivery and item was supposed to arrive at the destination in 7 days but it's been over 3 weeks and we are still going back and forth with customs clearance and duty fees charged like twice,1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=4
brody sharp,2,sed it was comin on the 30th it’s now the  5th and it sed it was coming at half 3 it’s now 7,1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=4
TINUKE ABU,4,Absolutely crap service been waiting all day for parcel for them to tell me 18:00 that my delivery is delayed and will arrive tomorrow not good enough any company who uses this company from now on will not get a order from me i don't even understand why the are still operating with such a poor service rate absolute jokers i would rather fly across country before I use this crap company,1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Lea Vyskocilova,6,Lazy scumbags. Got a message that my delivery will be with me between 12-2pm. Waiting home all damn day just to get a message at 4.30pm that they missed me and took it to a shop where I have to go pick it up. I'm literally home!!!!! Didn't even try. The worst delivery company,1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=4
Mr White,4,"My first experience with DHL and hopefully the last. A tracking number that that doesn't exist and left hanging for the weekend wondering if and when my order is coming, more time I had to take chasing up online orders. Lost my order. No communication whatsoever. Absolutely effing less than useless!",1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=5
bobob,38,"Well can’t understand why companies still use you!!!????20 plus days have lied about can’t find us!!! Is it they pay such bad money they had no staff???The delivery agent finally FOUND US and chucked 2 bottles of drink over an 8 ft gate…. And never rung the bell…. To say glass and 8 ft drop isn’t good…oh now the small drinks company has to take this £80 loss…. Well done for putting small businesses out of business!!The CEO should be accountable, they obviously have no interest in delivering parcels just the shareholders!!60120227306517 tell me I’m a liar.",1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=5
P&P,1,"This is with their connection with Ebay who are as much to blame for making it compulsory to use them for some deliveries. Terrible service from start to finish, a shambles. Avoid.",1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=5
Lauren Brown,1,DHL yet again I still haven’t received my parcel. Every parcel that is meant to be delivered from them never gets delivered. They either return it to sender straight away or claim it’s out for delivery or lose my parcel!! They’ve admitted to me 3 times now (all different parcels) that they’ve lost them. They shouldn’t be in business!!,1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=5
Jeff Harris,30,"Wasn't impressed previously with DHL, mainly missed delivery  datesTodays delivery was almost a week late but 100% effort by courier He walked down a steep snow covered road carrying a car  spare wheel for which I am very thankful",5,5 days ago,https://www.trustpilot.com/review/dhl.com?page=5
Terry Blackburn,3,Had some think that needed today the driver left so fast that did not had time to get to the door to collect and really no way to contact them without paying for the call which is a joke and no way of talking to any one at the local center,1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=5
Adam,1,"Horrible experience with customs. Package arrived into the country just before weekend and holidays, which made it impossible to declare it before the warehouse fees kicked in. People on the phone were extremely unhelpful, talking complete lies to dodge responsibility for anything and adding more and more fees for stuff. Very predatory behaviour and lack of respect for the package, I have completely no idea how such expensive service is so bad and consumer unfriendly. A waring to everyone to never use DHL for anything internal in general, as not only they just don't want to help you with your package, they want it gone, undelivered and add you extra fees on top of it.",1,5 days ago,https://www.trustpilot.com/review/dhl.com?page=5
